Date,ProjectID,Name,Category,USD_Pledged,Backers,Min_Price,Tiers,URL
2026-09-16,604978070,StationPC DA400 AI NAS:Next-Gen AI Private Cloud,Hardware,12452.49,22,10.0,5,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-16,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,377846.04,787,3128.0,9,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-16,692869832,REZE FLOW: The World’s First All-in-One Smart Curtain Rod,Gadgets,11646.67,54,1248.0,16,https://www.kickstarter.com/projects/1402655559/the-worlds-first-all-in-one-solar-smart-curtain-rod
2026-09-16,1256938972,AirCannon GPX: UNLEASH 118MPH POWER. THE MONSTER BLOWER,Hardware,350152.0,2008,129.0,27,https://www.kickstarter.com/projects/magpietech/aircannon-gpx-unleash-118mph-power-the-monster-blower
2026-09-16,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,737503.0,709,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-16,1368259924,NOPIA MK1 — A semi modular harmony generator,Sound,1350431.0,2067,,0,https://www.kickstarter.com/projects/nopia-mk1/nopia-a-semi-modular-harmony-generator
2026-09-16,1500870645,FernSnap: AI Plant Time-Lapse Camera,Camera Equipment,13684.27,117,777.0,10,https://www.kickstarter.com/projects/fernsnapgrowlight/fernsnap-time-lapse-grow-light-for-plant-parents
2026-09-17,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,21634.26,37,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-17,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1147286.42,1977,3128.0,9,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-17,692869832,REZE FLOW: The World’s First All-in-One Smart Curtain Rod,Hardware,18265.11,82,1248.0,16,https://www.kickstarter.com/projects/1402655559/the-worlds-first-all-in-one-solar-smart-curtain-rod
2026-09-17,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,747206.0,720,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-17,1500870645,FernSnap: AI Plant Time-Lapse Camera,Camera Equipment,13951.14,118,777.0,10,https://www.kickstarter.com/projects/fernsnapgrowlight/fernsnap-time-lapse-grow-light-for-plant-parents
2026-09-17,627793363,Pocket Blue: Automated Scoring for Youth Baseball & Softball,Apps,1875.0,18,1.0,9,https://www.kickstarter.com/projects/mike-casper/pocket-blue-automated-scoring-for-youth-baseball-and-softball
2026-09-18,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,29055.34,49,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-18,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1275369.67,2257,3128.0,9,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-18,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,758598.0,733,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-18,1500870645,FernSnap: AI Plant Time-Lapse Camera,Camera Equipment,15017.99,124,777.0,10,https://www.kickstarter.com/projects/fernsnapgrowlight/fernsnap-time-lapse-grow-light-for-plant-parents
2026-09-18,627793363,Pocket Blue: Automated Scoring for Youth Baseball & Softball,Apps,2474.0,20,1.0,9,https://www.kickstarter.com/projects/mike-casper/pocket-blue-automated-scoring-for-youth-baseball-and-softball
2026-09-19,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,29577.34,50,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-19,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1398551.06,2484,3128.0,9,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-19,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,776552.0,754,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-19,1500870645,FernSnap: AI Plant Time-Lapse Camera,Camera Equipment,15236.13,126,777.0,10,https://www.kickstarter.com/projects/fernsnapgrowlight/fernsnap-time-lapse-grow-light-for-plant-parents
2026-09-19,1826957254,Spark Ring — The Smart Ring That Captures Ideas Instantly,Gadgets,78547.0,451,159.0,16,https://www.kickstarter.com/projects/sparkring/spark-ring-the-smart-ring-built-to-capture-ideas-instantly
2026-09-20,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1465177.69,2612,3128.0,10,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-20,2096747458,TICKEY: A Customizable Clip-On Color E-Paper Card,Gadgets,698283.88,6595,,0,https://www.kickstarter.com/projects/enilinx/ticket-refresh-it-new-clip-it-on-carry-your-moment
2026-09-20,1826957254,Spark Ring — The Smart Ring That Captures Ideas Instantly,Gadgets,88864.0,508,159.0,16,https://www.kickstarter.com/projects/sparkring/spark-ring-the-smart-ring-built-to-capture-ideas-instantly
2026-09-20,627793363,Pocket Blue: Automated Scoring for Youth Baseball & Softball,Apps,2474.0,20,25.0,9,https://www.kickstarter.com/projects/mike-casper/pocket-blue-automated-scoring-for-youth-baseball-and-softball
2026-09-20,191417082,Atlas - E-ink Smart Chessboard for Online & Offline Play,Hardware,134872.34,861,,0,https://www.kickstarter.com/projects/1482571777/atlas-e-ink-smart-chessboard-for-online-and-offline-play
2026-09-20,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,32569.84,54,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-20,692869832,REZE FLOW: The World’s First All-in-One Smart Curtain Rod,Hardware,27146.1,111,1248.0,17,https://www.kickstarter.com/projects/1402655559/the-worlds-first-all-in-one-solar-smart-curtain-rod
2026-09-20,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,784739.0,764,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-21,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,33208.51,55,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-21,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1511181.8,2716,3128.0,10,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-21,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,794498.0,774,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-21,1500870645,FernSnap: AI Plant Time-Lapse Camera,Camera Equipment,15763.23,129,777.0,10,https://www.kickstarter.com/projects/fernsnapgrowlight/fernsnap-time-lapse-grow-light-for-plant-parents
2026-09-21,627793363,Pocket Blue: Automated Scoring for Youth Baseball & Softball,Apps,2513.0,21,25.0,9,https://www.kickstarter.com/projects/mike-casper/pocket-blue-automated-scoring-for-youth-baseball-and-softball
2026-09-21,2096747458,TICKEY: A Customizable Clip-On Color E-Paper Card,Gadgets,723537.37,6773,46.0,20,https://www.kickstarter.com/projects/enilinx/ticket-refresh-it-new-clip-it-on-carry-your-moment
2026-09-22,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,33649.8,58,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-22,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1566851.81,2831,3128.0,10,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
2026-09-22,2096747458,TICKEY: A Customizable Clip-On Color E-Paper Card,Gadgets,738456.89,6892,46.0,20,https://www.kickstarter.com/projects/enilinx/ticket-refresh-it-new-clip-it-on-carry-your-moment
2026-09-22,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,802723.0,784,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-22,1500870645,FernSnap: AI Plant Time-Lapse Camera,Camera Equipment,15946.42,130,777.0,10,https://www.kickstarter.com/projects/fernsnapgrowlight/fernsnap-time-lapse-grow-light-for-plant-parents
2026-09-23,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,36842.23,62,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-23,1340519186,The World’s First Desktop Robotic Terminal,Robots,345721.67,211,,0,https://www.kickstarter.com/projects/cybopal/cybopal-worlds-first-active-tracking-ai-robotic-monitor
2026-09-23,1452477330,Everblog FridgeCal™ 2: The World's NO.1 AI Fridge Calendar,Hardware,130807.0,497,,0,https://www.kickstarter.com/projects/everblogfridgecal/everblog-fridgecaltm-2-worlds-no1-ai-fridge-calendar
2026-09-23,771465284,Meet Maygrove AI Growbot Verti 30,Hardware,252772.0,412,,0,https://www.kickstarter.com/projects/maygrove/maygrove-ai-growbot-verti-30
2026-09-23,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,805984.0,788,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-24,604978070,StationPC DA400:Your Next-Gen AI NAS & Local AI Cloud,Hardware,39178.22,67,3441.0,7,https://www.kickstarter.com/projects/stationpc/stationpc-da400-ai-nas
2026-09-24,1340519186,The World’s First Desktop Robotic Terminal,Robots,407624.35,250,8616.0,22,https://www.kickstarter.com/projects/cybopal/cybopal-worlds-first-active-tracking-ai-robotic-monitor
2026-09-24,771465284,Meet Maygrove AI Growbot Verti 30,Hardware,301370.0,490,39.0,8,https://www.kickstarter.com/projects/maygrove/maygrove-ai-growbot-verti-30
2026-09-24,1841814277,BirdieSense: Your Golf's First AI Companion!,Robots,819954.0,804,35.0,7,https://www.kickstarter.com/projects/1054191270/birdiesense-your-golfs-first-ai-companion
2026-09-24,1471279538,VIOLOOP - PLUG-IN AI FOR YOUR COMPUTER,Hardware,1713481.58,3095,3128.0,10,https://www.kickstarter.com/projects/bvio/violoop-plug-in-ai-for-your-computer
